0.9	-18	17.012376	129.533803	-1.034116
0.8	-15	6.519367	176.000038	0.289135
1.1	29	18.274019	152.523917	0.024551
0.7	-17	12.959237	164.903034	-1.853512
0.9	26	30.830931	322.400779	-1.562022
0.8	21	30.641076	111.576845	-3.577345
1	-15	25.886442	174.236315	-1.895466
0.8	-20	16.522582	228.109508	-0.228126
1	-12	22.686501	440.104646	-1.39213
0.8	-14	16.258978	212.336004	-0.227483
1.4	-18	41.65636	71.76807	-0.97269
0.8	-19	25.05058	164.11114	-1.421982
1.4	-16	35.822224	130.019014	-1.617418
0.9	-19	13.72264	316.658918	-2.107056
2.1	-18	71.408349	95.155473	1.074893
1.1	-14	22.341784	214.222893	-1.766242
0.8	-20	16.009186	300.175691	-0.408793
1.3	-18	31.979655	91.221772	-2.426046
0.9	-19	5.327147	103.15548	1.043688
1.2	-10	73.521442	122.83237	1.39939
1.3	-16	33.754595	129.945316	-1.956986
1.1	-16	20.041051	129.650148	-1.06229
0.9	-17	12.302227	95.72886	-1.122992
1.2	-13	29.97949	374.715056	-1.656869
0.9	-11	14.03989	415.209246	-1.510308
1.1	-16	13.539434	100.66897	-1.732722
0.8	-13	12.404602	324.226108	-0.460869
0.8	-12	12.290248	496.997123	-0.828521
1.1	-16	18.795203	126.9715	-0.845991
0.8	-20	10.048174	212.22748	-1.639266
1.4	28	18	142.923263	-0.584282
1.3	-20	34.969906	160.815538	-1.885238
1	29	4.614709	146.186286	-1.023398
1.2	-19	16.196112	136.161203	-0.240227
1.2	-14	16.562304	172.515825	0.52749
1.2	-14	21.39051	154.9077	-1.710239
1	-13	12.697168	539.967013	-0.666163
1.4	-15	31.313987	267.655434	-2.023834
1.1	27	8.642498	83.191023	-0.581031
1.2	-3	32.334719	644.676422	-2.199753
1.8	29	17.274615	138.916942	-0.413347
1.6	-17	38.008252	97.586067	-1.011248
1	-6	14.509542	657.671722	-0.416766
1.5	-15	48.2178	100.815035	-0.990698
1.4	-17	17.354479	102.318693	-0.106245
1.3	25	8.389182	111.229319	-1.783701
1.2	-5	71.580658	70.700922	1.685798
1	-17	12.781941	85.550532	-1.708888
1.5	-19	31.512124	123.068623	-2.160748
1.4	-13	26.986478	202.70132	-1.740465
1.4	-10	32	389.525931	-2.103952
1.4	-17	16.949168	629.142133	-0.427581
1.5	-15	22.238003	164.906918	-1.983297
1.5	-15	28.662257	137.69044	-1.350165
0.9	24	16.683299	342.575601	-2.062814
1	-8	14.638281	697.097922	-1.807883
1.4	-15	18.82078	120.837141	-0.460591
1.3	-17	23.580801	444.15281	-1.538088
1.8	29	43.011595	173.907533	0.835452
1.3	-16	13.095799	90.508665	-1.364032
1	-14	10.562433	189.792427	-1.153189
0.9	-15	12.024622	171.670745	-1.676326
1.6	29	17.217104	207.896521	-0.085281
1.3	-18	13.759415	105.192219	-1.062946
1.2	-15	14.432093	311.164894	-0.665567
1.5	-10	29.791269	411.426928	-1.7212
1.7	-17	36.02474	114.120601	-1.391539
1.4	-18	21.756161	90.386144	-1.460735
1.2	-18	15.952944	145.539611	-0.308178
1.3	-15	13.84563	109.53148	-0.762181
1.4	-15	18.440647	108.807227	-0.472851
0.8	27	4.745242	88.780465	-0.925903
0.8	-18	12.249917	140.389654	-2.188595
1	-13	41.788388	111.725426	1.503472
1.2	-6	14.325479	478.77562	-1.259337
0.9	-19	8.147962	205.437667	-1.442156
0.7	-20	3.478633	397.087291	0.748152
1.5	-6	30.855566	407.244884	-2.021961
1.1	-15	14.64866	127.028024	-0.381977
0.7	20	5.081381	222.617259	-1.993051
1.4	-13	22.17315	164.570545	-1.110178
1.1	-15	12.05711	140.733759	-1.068421
1.5	-15	40.811191	118.60857	-1.177366
1.2	-18	12.517475	125.322275	-0.917224
1.2	-15	24.593076	107.498317	-1.386474
1.1	24	30.160401	53.774707	-0.96477
0.8	-19	5.902399	114.795246	-0.045183
1.3	-18	21.73357	78.067419	-1.207168
0.8	-20	5.651972	65.609337	1.072934
1.5	-14	22.198209	333.720151	-1.982973
1.7	-15	48.806977	107.623175	-0.188052
1.8	-19	35.785472	127.354641	-1.822989
1.3	-13	16.572745	169.77681	-0.000985
1.4	-12	13.279963	592.157103	-1.097863
1.4	-19	18.791326	235.457712	-1.435679
1.6	-16	48.720401	99.767506	-0.750892
1.2	-5	15.930877	582.489504	-0.342934
0.8	-18	14.597749	78.9953	-0.374188
1	-16	12.466391	86.658064	-0.999874
1.4	-19	13.667262	219.851391	-1.487464
1.5	-15	25.387574	163.17256	-1.596818
1.6	-14	21.910031	146.49593	-1.820085
1.5	1	38.493838	539.590045	-1.003973
1.7	-14	39.933008	131.452709	-1.05112
1.5	-16	27.894911	201.049528	-1.43648
1	-16	11.750643	201.453574	-1.464612
1.7	-7	38.896938	506.980209	-1.216627
1.1	1	32.268573	643.102288	-1.498585
0.8	-19	6.423224	212.755573	-1.296778
1.7	23	59.228418	98.264193	3.079212
1.5	-18	20.571475	233.593514	-0.843603
1.5	-13	28.044341	232.402188	-1.375871
1.5	-16	13.000611	97.260932	-1.786236
1.2	-15	19.312497	110.645799	-0.178007
0.9	22	9.058683	131.032524	-0.961735
1.7	-20	17.218046	231.697964	-0.366388
0.9	-17	9.812083	54.947833	-1.847475
1.5	-12	22.717418	237.267824	-1.726586
1.1	-10	12.695318	528.195543	-2.137584
1.3	-20	10.481653	194.752923	-1.501761
0.8	-15	22.918679	110.455445	-0.97833
1.7	-19	23.403821	108.214573	-1.916332
1.5	-18	18.179728	180.747058	-0.604109
1.1	-15	30.724209	93.763999	-1.09299
1.3	-18	14.669226	615.438985	-1.015247
1.4	-16	15.256028	98.124272	-0.613611
1.6	-14	23.134647	136.947958	-1.609002
1.4	-20	19.075204	169.187054	0.028963
0.9	-17	4.392777	541.4062	0.71186
1.2	-15	31.650641	89.423642	-0.99926
1.2	-15	15.741979	119.488613	0.28765
1.4	-20	9.754743	212.805009	-1.214536
1.4	-17	13.147036	136.97024	-0.836606
1.3	21	32.179711	76.065586	-1.585453
2.3	-16	71.635099	31.393497	0.706585
0.8	-20	4.861981	88.264145	1.386718
1.8	28	17.324518	106.581648	-0.263365
1	-15	12.29956	134.323529	-1.25575
1.5	-20	13.359998	167.390754	-2.135993
1.8	-16	36.050243	282.886628	-1.362738
1.5	-1	16.956862	572.715017	0.984256
1.4	28	17.720334	148.181929	0.795892
1.4	-18	14.898599	109.607589	-0.988124
0.9	-15	12.348603	130.0624	-0.781115
1	-17	10.683091	66.35977	-1.318814
1.4	-4	34.098374	435.55148	-2.3109
1.7	-14	33.15018	194.611787	-1.917375
1.2	-15	11.993902	140.529778	-2.613898
1.4	-3	52	448.283974	-1.143861
1.5	-16	14.306983	139.547961	-0.713938
1.3	-19	17.600075	92.280174	-0.487484
1.1	-15	30.491949	81.23236	-0.524445
1	-1	25.486334	585.735982	-1.818381
1.2	-17	12.32323	270.155592	-1.486438
1.8	-14	35.866518	163.095223	-1.583389
1.3	-2	30.834357	458.557484	-1.209255
1.4	-20	11.466355	198.291703	-0.728641
1.5	-2	17.443492	751.276314	-0.733148
1.5	-11	13.086568	254.050551	-1.919206
1.7	-11	35.455018	163.867358	-1.559888
1.5	-20	14.450256	662.676556	-1.609228
1.4	-1	27.860072	616.339885	-1.590282
1.6	-19	23.450076	399.291306	-1.709305
1.2	-16	10.091449	117.620723	-1.499219
1.9	27	18.560808	58.243437	-0.455177
1.6	-3	42.604939	429.659421	-0.44202
1.6	-20	19.603665	171.860591	-0.979137
1.7	-19	23.885898	168.704357	-1.63625
1.7	24	32.570236	50.504146	-1.609401
1.6	-16	18.864632	75.65121	-0.52644
1.5	-9	13.956256	276.836587	-1.020607
1.7	-18	22.796639	112.49452	-1.396181
1.6	-9	33.107806	641.68864	-2.13478
1.1	-12	46.291905	106.286214	1.295696
1.6	-16	20.587557	119.380878	-1.179396
0.9	-16	7.999734	108.816162	-1.926844
1.9	-18	41.649633	119.450555	-0.994237
1.3	-18	10.499367	93.726854	-1.529565
1.2	-7	10.392527	626.668049	-1.741934
1.7	26	17.339463	87.466723	0.164844
1.6	-6	34.195181	375.919454	-2.180583
1.9	-16	40.817996	200.449871	-1.203829
1.7	1	74.765001	85.841393	0.764948
1.3	-19	21.783893	81.823609	-1.62055
1.7	-17	24.778618	212.319767	-1.322073
1.9	-20	55.089433	356.1433	0.035436
1.5	25	42.618793	10.397309	0.576464
1.6	-19	14.094533	398.141452	-2.374187
1.8	26	32.213304	119.036696	-1.874674
0.8	27	8.353153	478.790259	-0.370273
1.8	-20	20.842989	293.772927	-1.718097
1.7	27	30.411695	243.469014	-3.903753
1.2	-2	14	483.599937	-1.922938
1.9	-19	64.892735	284.779589	-0.284469
1.5	-6	16	590.640622	-0.997059
1.25	28	19	380.222138	-0.199338
1.8	-16	34.607851	487.715876	-2.408764
1.7	-20	13.816576	208.318083	-1.351096
1.8	-14	20.193802	103.876973	-1.496866
1.6	-8	32.456311	336.026551	-2.055501
1.1	28	18	220.006164	1.33936
