195	20	350	1009512
195	20	357	936623
195	20	364	869575
195	20	371	807827
195	20	378	750900
195	20	385	698363
195	20	392	649830
195	20	399	604953
195	20	406	563421
195	20	413	524950
195	20	420	489286
195	20	427	456199
195	20	434	425480
195	20	441	396939
195	20	448	370405
195	20	455	345720
195	20	462	322742
195	20	469	301340
195	20	476	281396
195	20	483	262800
195	20	490	245454
195	20	497	229266
195	20	504	214152
195	20	511	200035
195	20	518	186844
195	20	525	174515
195	20	532	162987
195	20	539	152205
195	20	546	142118
195	20	553	132679
195	20	560	123845
195	20	567	115574
195	20	574	107830
195	20	581	100577
195	20	588	93785
195	20	595	87423
195	20	602	81463
195	20	609	75879
195	20	616	70649
195	20	623	65748
195	20	630	61158
195	20	637	56857
195	20	644	52829
195	20	651	49057
195	20	658	45524
97.5	20	250	1110057
97.5	20	256	999589
97.5	20	262	901105
97.5	20	268	813150
97.5	20	274	734467
97.5	20	280	663970
97.5	20	286	600712
97.5	20	292	543871
97.5	20	298	492730
97.5	20	304	446661
97.5	20	310	405111
97.5	20	316	367598
97.5	20	322	333693
97.5	20	328	303022
97.5	20	334	275251
97.5	20	340	250084
97.5	20	346	227260
97.5	20	352	206546
97.5	20	358	187735
97.5	20	364	170641
97.5	20	370	155099
97.5	20	376	140961
97.5	20	382	128094
97.5	20	388	116380
97.5	20	394	105712
97.5	20	400	95993
97.5	20	406	87136
97.5	20	412	79065
97.5	20	418	71707
97.5	20	424	64999
97.5	20	430	58884
97.5	20	436	53310
97.5	20	442	48228
97.5	20	448	43595
97.5	20	454	39374
97.5	20	460	35528
97.5	20	466	32025
97.5	20	472	28835
97.5	20	478	25932
97.5	20	484	23291
97.5	20	490	20890
97.5	20	496	18709
97.5	20	502	16728
97.5	20	508	14931
97.5	20	514	13302
136.5	20	370	1162804
136.5	20	378	1070112
136.5	20	386	985117
136.5	20	394	907099
136.5	20	402	835416
136.5	20	410	769497
136.5	20	418	708826
136.5	20	426	652943
136.5	20	434	601434
136.5	20	442	553926
136.5	20	450	510082
136.5	20	458	469598
136.5	20	466	432199
136.5	20	474	397634
136.5	20	482	365677
136.5	20	490	336122
136.5	20	498	308782
136.5	20	506	283485
136.5	20	514	260075
136.5	20	522	238410
136.5	20	530	218358
136.5	20	538	199801
136.5	20	546	182628
136.5	20	554	166738
136.5	20	562	152039
136.5	20	570	138446
136.5	20	578	125879
136.5	20	586	114268
136.5	20	594	103544
136.5	20	602	93646
136.5	20	610	84517
136.5	20	618	76104
136.5	20	626	68358
136.5	20	634	61234
136.5	20	642	54690
136.5	20	650	48686
136.5	20	658	43187
253.5	20	370	890489
253.5	20	378	832130
253.5	20	386	777664
253.5	20	394	726783
253.5	20	402	679214
253.5	20	410	634704
253.5	20	418	593027
253.5	20	426	553975
253.5	20	434	517362
253.5	20	442	483013
253.5	20	450	450773
253.5	20	458	420497
253.5	20	466	392053
253.5	20	474	365320
253.5	20	482	340187
253.5	20	490	316551
253.5	20	498	294318
253.5	20	506	273400
253.5	20	514	253718
253.5	20	522	235196
253.5	20	530	217765
253.5	20	538	201363
253.5	20	546	185929
253.5	20	554	171409
253.5	20	562	157751
253.5	20	570	144909
253.5	20	578	132837
253.5	20	586	121496
253.5	20	594	110847
253.5	20	602	100853
253.5	20	610	91483
253.5	20	618	82705
253.5	20	626	74491
253.5	20	634	66813
253.5	20	642	59647
253.5	20	650	52970
253.5	20	658	46760
292.5	20	360	890697
292.5	20	368	797078
292.5	20	376	714519
292.5	20	384	641556
292.5	20	392	576940
292.5	20	400	519601
292.5	20	408	468624
292.5	20	416	423220
292.5	20	424	382709
292.5	20	432	346505
292.5	20	440	314096
292.5	20	448	285041
292.5	20	456	258953
292.5	20	464	235498
292.5	20	472	214380
292.5	20	480	195341
292.5	20	488	178155
292.5	20	496	162623
292.5	20	504	148570
292.5	20	512	135840
292.5	20	520	124296
292.5	20	528	113817
292.5	20	536	104295
292.5	20	544	95634
292.5	20	552	87749
292.5	20	560	80564
292.5	20	568	74011
292.5	20	576	68030
292.5	20	584	62566
292.5	20	592	57571
292.5	20	600	53001
292.5	20	608	48817
292.5	20	616	44983
292.5	20	624	41468
292.5	20	632	38244
292.5	20	640	35284
292.5	20	648	32565
292.5	20	656	30066
195	40	400	596590
195	40	406	545721
195	40	412	499826
195	40	418	458358
195	40	424	420836
195	40	430	386837
195	40	436	355990
195	40	442	327965
195	40	448	302471
195	40	454	279251
195	40	460	258076
195	40	466	238744
195	40	472	221074
195	40	478	204905
195	40	484	190093
195	40	490	176510
195	40	496	164041
195	40	502	152583
195	40	508	142044
195	40	514	132340
195	40	520	123397
195	40	526	115148
195	40	532	107533
195	40	538	100495
195	40	544	93986
195	40	550	87961
195	40	556	82379
195	40	562	77205
195	40	568	72403
195	40	574	67944
195	40	580	63800
195	40	586	59947
195	40	592	56360
195	40	598	53020
195	40	604	49908
195	40	610	47005
195	40	616	44295
195	40	622	41766
195	40	628	39402
195	40	634	37191
195	40	640	35123
195	40	646	33187
195	40	652	31373
195	40	658	29673
195	60	290	1127802
195	60	297	1018665
195	60	304	921452
195	60	311	834683
195	60	318	757082
195	60	325	687553
195	60	332	625145
195	60	339	569034
195	60	346	518503
195	60	353	472929
195	60	360	431764
195	60	367	394532
195	60	374	360810
195	60	381	330231
195	60	388	302466
195	60	395	277229
195	60	402	254264
195	60	409	233345
195	60	416	214270
195	60	423	196860
195	60	430	180955
195	60	437	166413
195	60	444	153105
195	60	451	140918
195	60	458	129749
195	60	465	119505
195	60	472	110103
195	60	479	101469
195	60	486	93535
195	60	493	86240
195	60	500	79529
195	60	507	73352
195	60	514	67663
195	60	521	62422
195	60	528	57592
195	60	535	53138
195	60	542	49030
195	60	549	45239
195	60	556	41740
195	60	563	38510
195	60	570	35526
195	60	577	32770
195	60	584	30224
195	80	145	1113542
195	80	151	950985
195	80	157	815873
195	80	163	702894
195	80	169	607898
195	80	175	527611
195	80	181	459432
195	80	187	401279
195	80	193	351474
195	80	199	308654
195	80	205	271707
195	80	211	239721
195	80	217	211942
195	80	223	187747
195	80	229	166615
195	80	235	148110
195	80	241	131865
195	80	247	117573
195	80	253	104971
195	80	259	93837
195	80	265	83980
195	80	271	75240
195	80	277	67475
195	80	283	60566
195	80	289	54410
195	80	295	48917
195	80	301	44008
195	80	307	39616
195	80	313	35683
195	80	319	32155
195	80	325	28989
195	80	331	26144
195	80	337	23585
195	80	343	21283
195	80	349	19208
195	80	355	17339
195	80	361	15652
195	20	350	1009512
195	20	353	977522
195	20	356	946665
195	20	359	916895
195	20	362	888168
195	20	365	860441
195	20	368	833673
195	20	371	807827
195	20	374	782866
195	20	377	758754
195	20	380	735459
195	20	383	712949
