0.9	-18	17.012376	129.533803	-1.034116	-14.537521	-0.048122
0.8	-15	6.519367	176.000038	0.289135	-13.799163	-0.018003
1.1	29	18.274019	152.523917	0.024551	-13.43874	-0.025761
0.7	-17	12.959237	164.903034	-1.853512	-13.0548	-0.034627
0.9	26	30.830931	322.400779	-1.562022	-12.461827	-0.005907
0.8	21	30.641076	111.576845	-3.577345	-12.371273	-0.010415
1	-15	25.886442	174.236315	-1.895466	-12.183015	-0.055331
0.8	-20	16.522582	228.109508	-0.228126	-12.000741	-0.049208
1	-12	22.686501	440.104646	-1.39213	-11.967719	-0.052007
0.8	-14	16.258978	212.336004	-0.227483	-11.62446	-0.05399
1.4	-18	41.65636	71.76807	-0.97269	-11.503902	-0.062886
0.8	-19	25.05058	164.11114	-1.421982	-11.402432	-0.039817
1.4	-16	35.822224	130.019014	-1.617418	-11.192269	-0.058158
0.9	-19	13.72264	316.658918	-2.107056	-10.998631	-0.032807
2.1	-18	71.408349	95.155473	1.074893	-10.944275	0.013562
1.1	-14	22.341784	214.222893	-1.766242	-10.913462	-0.026868
0.8	-20	16.009186	300.175691	-0.408793	-10.849891	-0.054687
1.3	-18	31.979655	91.221772	-2.426046	-10.733913	-0.050609
0.9	-19	5.327147	103.15548	1.043688	-10.480527	-0.007086
1.2	-10	73.521442	122.83237	1.39939	-10.446464	-0.025726
1.3	-16	33.754595	129.945316	-1.956986	-10.374659	-0.005043
1.1	-16	20.041051	129.650148	-1.06229	-10.334201	-0.040961
0.9	-17	12.302227	95.72886	-1.122992	-10.306871	-0.04556
1.2	-13	29.97949	374.715056	-1.656869	-10.268117	-0.055349
0.9	-11	14.03989	415.209246	-1.510308	-10.244104	-0.048209
1.1	-16	13.539434	100.66897	-1.732722	-10.24054	-0.033021
0.8	-13	12.404602	324.226108	-0.460869	-10.102386	-0.046429
0.8	-12	12.290248	496.997123	-0.828521	-10.073639	-0.045432
1.1	-16	18.795203	126.9715	-0.845991	-10.055385	-0.029199
0.8	-20	10.048174	212.22748	-1.639266	-10.050603	-0.009807
1.4	28	18	142.923263	-0.584282	-10.037393	-0.008667
1.3	-20	34.969906	160.815538	-1.885238	-9.884547	-0.028138
1	29	4.614709	146.186286	-1.023398	-9.828902	-0.03145
1.2	-19	16.196112	136.161203	-0.240227	-9.813651	-0.055228
1.2	-14	16.562304	172.515825	0.52749	-9.634658	-0.059614
1.2	-14	21.39051	154.9077	-1.710239	-9.574265	-0.017306
1	-13	12.697168	539.967013	-0.666163	-9.56734	-0.053998
1.4	-15	31.313987	267.655434	-2.023834	-9.421316	-0.06945
1.1	27	8.642498	83.191023	-0.581031	-9.380888	0.004266
1.2	-3	32.334719	644.676422	-2.199753	-9.370321	-0.067766
1.8	29	17.274615	138.916942	-0.413347	-9.363838	0.006299
1.6	-17	38.008252	97.586067	-1.011248	-9.349112	-0.041137
1	-6	14.509542	657.671722	-0.416766	-9.339066	-0.068207
1.5	-15	48.2178	100.815035	-0.990698	-9.3282	-0.00538
1.4	-17	17.354479	102.318693	-0.106245	-9.320672	-0.052864
1.3	25	8.389182	111.229319	-1.783701	-9.283378	0.012545
1.2	-5	71.580658	70.700922	1.685798	-9.090739	0.00058
1	-17	12.781941	85.550532	-1.708888	-9.00171	-0.044618
1.5	-19	31.512124	123.068623	-2.160748	-8.76565	-0.052709
1.4	-13	26.986478	202.70132	-1.740465	-8.758641	-0.038096
1.4	-10	32	389.525931	-2.103952	-8.584281	-0.062345
1.4	-17	16.949168	629.142133	-0.427581	-8.581454	-0.049798
1.5	-15	22.238003	164.906918	-1.983297	-8.537118	-0.061747
1.5	-15	28.662257	137.69044	-1.350165	-8.496886	-0.038567
0.9	24	16.683299	342.575601	-2.062814	-8.474914	0.003358
1	-8	14.638281	697.097922	-1.807883	-8.472533	-0.055539
1.4	-15	18.82078	120.837141	-0.460591	-8.436241	-0.037939
1.3	-17	23.580801	444.15281	-1.538088	-8.29865	-0.054606
1.8	29	43.011595	173.907533	0.835452	-8.290959	-0.020835
1.3	-16	13.095799	90.508665	-1.364032	-8.181431	-0.039245
1	-14	10.562433	189.792427	-1.153189	-8.167464	-0.027029
0.9	-15	12.024622	171.670745	-1.676326	-8.149165	-0.040955
1.6	29	17.217104	207.896521	-0.085281	-8.073404	-0.002181
1.3	-18	13.759415	105.192219	-1.062946	-8.06746	-0.042147
1.2	-15	14.432093	311.164894	-0.665567	-8.039314	-0.060028
1.5	-10	29.791269	411.426928	-1.7212	-8.021681	-0.035676
1.7	-17	36.02474	114.120601	-1.391539	-7.964547	-0.015266
1.4	-18	21.756161	90.386144	-1.460735	-7.921269	-0.033826
1.2	-18	15.952944	145.539611	-0.308178	-7.920258	-0.056878
1.3	-15	13.84563	109.53148	-0.762181	-7.896556	-0.045739
1.4	-15	18.440647	108.807227	-0.472851	-7.885105	-0.030335
0.8	27	4.745242	88.780465	-0.925903	-7.87722	-0.019281
0.8	-18	12.249917	140.389654	-2.188595	-7.876465	-0.034554
1	-13	41.788388	111.725426	1.503472	-7.873592	-0.008394
1.2	-6	14.325479	478.77562	-1.259337	-7.854407	-0.058379
0.9	-19	8.147962	205.437667	-1.442156	-7.85292	-0.018674
0.7	-20	3.478633	397.087291	0.748152	-7.847537	-0.026346
1.5	-6	30.855566	407.244884	-2.021961	-7.842645	-0.071498
1.1	-15	14.64866	127.028024	-0.381977	-7.805558	-0.056945
0.7	20	5.081381	222.617259	-1.993051	-7.800988	0.008797
1.4	-13	22.17315	164.570545	-1.110178	-7.792127	-0.032556
1.1	-15	12.05711	140.733759	-1.068421	-7.780396	-0.035919
1.5	-15	40.811191	118.60857	-1.177366	-7.750124	-0.04062
1.2	-18	12.517475	125.322275	-0.917224	-7.747117	-0.042403
1.2	-15	24.593076	107.498317	-1.386474	-7.732937	-0.035247
1.1	24	30.160401	53.774707	-0.96477	-7.726503	-0.007785
0.8	-19	5.902399	114.795246	-0.045183	-7.702262	-0.006704
1.3	-18	21.73357	78.067419	-1.207168	-7.69296	-0.036936
0.8	-20	5.651972	65.609337	1.072934	-7.673234	0.011074
1.5	-14	22.198209	333.720151	-1.982973	-7.655194	-0.036272
1.7	-15	48.806977	107.623175	-0.188052	-7.620623	-0.015567
1.8	-19	35.785472	127.354641	-1.822989	-7.596574	-0.042327
1.3	-13	16.572745	169.77681	-0.000985	-7.538699	-0.049445
1.4	-12	13.279963	592.157103	-1.097863	-7.467249	-0.028932
1.4	-19	18.791326	235.457712	-1.435679	-7.466074	-0.016859
1.6	-16	48.720401	99.767506	-0.750892	-7.454546	-0.024891
1.2	-5	15.930877	582.489504	-0.342934	-7.452711	-0.064917
0.8	-18	14.597749	78.9953	-0.374188	-7.375644	-0.050392
1	-16	12.466391	86.658064	-0.999874	-7.359695	-0.036692
1.4	-19	13.667262	219.851391	-1.487464	-7.298202	-0.034832
1.5	-15	25.387574	163.17256	-1.596818	-7.295251	-0.043099
1.6	-14	21.910031	146.49593	-1.820085	-7.280527	-0.030422
1.5	1	38.493838	539.590045	-1.003973	-7.254	-0.03357
1.7	-14	39.933008	131.452709	-1.05112	-7.24731	-0.032324
1.5	-16	27.894911	201.049528	-1.43648	-7.241972	-0.057486
1	-16	11.750643	201.453574	-1.464612	-7.228907	-0.04057
1.7	-7	38.896938	506.980209	-1.216627	-7.224797	-0.034585
1.1	1	32.268573	643.102288	-1.498585	-7.208398	-0.062247
0.8	-19	6.423224	212.755573	-1.296778	-7.158873	-0.017204
1.7	23	59.228418	98.264193	3.079212	-7.158399	0.015405
1.5	-18	20.571475	233.593514	-0.843603	-7.157819	-0.060562
1.5	-13	28.044341	232.402188	-1.375871	-7.157042	-0.040962
1.5	-16	13.000611	97.260932	-1.786236	-7.132014	-0.035988
1.2	-15	19.312497	110.645799	-0.178007	-7.082045	-0.032551
0.9	22	9.058683	131.032524	-0.961735	-7.06582	0.009516
1.7	-20	17.218046	231.697964	-0.366388	-7.062126	-0.048225
0.9	-17	9.812083	54.947833	-1.847475	-7.023921	-0.020637
1.5	-12	22.717418	237.267824	-1.726586	-7.020339	-0.038687
1.1	-10	12.695318	528.195543	-2.137584	-7.02027	-0.033265
1.3	-20	10.481653	194.752923	-1.501761	-7.001348	-0.015897
0.8	-15	22.918679	110.455445	-0.97833	-6.999298	-0.026705
1.7	-19	23.403821	108.214573	-1.916332	-6.992858	-0.031786
1.5	-18	18.179728	180.747058	-0.604109	-6.982209	-0.033889
1.1	-15	30.724209	93.763999	-1.09299	-6.948792	-0.050634
1.3	-18	14.669226	615.438985	-1.015247	-6.94399	-0.046609
1.4	-16	15.256028	98.124272	-0.613611	-6.930449	-0.053487
1.6	-14	23.134647	136.947958	-1.609002	-6.907987	-0.046226
1.4	-20	19.075204	169.187054	0.028963	-6.897053	-0.041502
0.9	-17	4.392777	541.4062	0.71186	-6.885761	-0.033625
1.2	-15	31.650641	89.423642	-0.99926	-6.881984	-0.050619
1.2	-15	15.741979	119.488613	0.28765	-6.855468	-0.064397
1.4	-20	9.754743	212.805009	-1.214536	-6.846283	-0.017421
1.4	-17	13.147036	136.97024	-0.836606	-6.787586	-0.03903
1.3	21	32.179711	76.065586	-1.585453	-6.786816	0.003433
2.3	-16	71.635099	31.393497	0.706585	-6.783562	-0.012011
0.8	-20	4.861981	88.264145	1.386718	-6.777603	0.014078
1.8	28	17.324518	106.581648	-0.263365	-6.775744	0.000164
1	-15	12.29956	134.323529	-1.25575	-6.775293	-0.037484
1.5	-20	13.359998	167.390754	-2.135993	-6.716721	-0.027523
1.8	-16	36.050243	282.886628	-1.362738	-6.703482	-0.043827
1.5	-1	16.956862	572.715017	0.984256	-6.679034	-0.078878
1.4	28	17.720334	148.181929	0.795892	-6.662799	-0.015206
1.4	-18	14.898599	109.607589	-0.988124	-6.648114	-0.050331
0.9	-15	12.348603	130.0624	-0.781115	-6.611969	-0.032986
1	-17	10.683091	66.35977	-1.318814	-6.5798	-0.031802
1.4	-4	34.098374	435.55148	-2.3109	-6.572386	-0.054352
1.7	-14	33.15018	194.611787	-1.917375	-6.57221	-0.099937
1.2	-15	11.993902	140.529778	-2.613898	-6.56745	-0.03261
1.4	-3	52	448.283974	-1.143861	-6.56252	-0.045368
1.5	-16	14.306983	139.547961	-0.713938	-6.516609	-0.057394
1.3	-19	17.600075	92.280174	-0.487484	-6.502118	-0.042265
1.1	-15	30.491949	81.23236	-0.524445	-6.495029	-0.038891
1	-1	25.486334	585.735982	-1.818381	-6.450171	-0.034013
1.2	-17	12.32323	270.155592	-1.486438	-6.441664	-0.029459
1.8	-14	35.866518	163.095223	-1.583389	-6.438379	-0.043395
1.3	-2	30.834357	458.557484	-1.209255	-6.423216	-0.062813
1.4	-20	11.466355	198.291703	-0.728641	-6.420398	-0.032631
1.5	-2	17.443492	751.276314	-0.733148	-6.410217	-0.05501
1.5	-11	13.086568	254.050551	-1.919206	-6.402725	-0.036443
1.7	-11	35.455018	163.867358	-1.559888	-6.396967	-0.032426
1.5	-20	14.450256	662.676556	-1.609228	-6.36458	-0.043208
1.4	-1	27.860072	616.339885	-1.590282	-6.351567	-0.04425
1.6	-19	23.450076	399.291306	-1.709305	-6.342909	-0.078417
1.2	-16	10.091449	117.620723	-1.499219	-6.315152	-0.029552
1.9	27	18.560808	58.243437	-0.455177	-6.300166	-0.02257
1.6	-3	42.604939	429.659421	-0.44202	-6.29687	-0.052522
1.6	-20	19.603665	171.860591	-0.979137	-6.270419	-0.023243
1.7	-19	23.885898	168.704357	-1.63625	-6.26766	-0.043727
1.7	24	32.570236	50.504146	-1.609401	-6.25194	-0.008394
1.6	-16	18.864632	75.65121	-0.52644	-6.23173	-0.024297
1.5	-9	13.956256	276.836587	-1.020607	-6.168295	-0.047792
1.7	-18	22.796639	112.49452	-1.396181	-6.162369	-0.040166
1.6	-9	33.107806	641.68864	-2.13478	-6.156301	-0.075649
1.1	-12	46.291905	106.286214	1.295696	-6.13936	-0.005343
1.6	-16	20.587557	119.380878	-1.179396	-6.135307	-0.042727
0.9	-16	7.999734	108.816162	-1.926844	-6.121278	-0.013034
1.9	-18	41.649633	119.450555	-0.994237	-6.11362	-0.057663
1.3	-18	10.499367	93.726854	-1.529565	-6.095619	-0.025469
1.2	-7	10.392527	626.668049	-1.741934	-6.088551	-0.032114
1.7	26	17.339463	87.466723	0.164844	-6.064947	0.000554
1.6	-6	34.195181	375.919454	-2.180583	-6.060376	-0.05017
1.9	-16	40.817996	200.449871	-1.203829	-6.037237	-0.045973
1.7	1	74.765001	85.841393	0.764948	-6.036522	0.025371
1.3	-19	21.783893	81.823609	-1.62055	-5.958181	-0.005271
1.7	-17	24.778618	212.319767	-1.322073	-5.957551	-0.062802
1.9	-20	55.089433	356.1433	0.035436	-5.952895	0.04048
1.5	25	42.618793	10.397309	0.576464	-5.928791	-0.010264
1.6	-19	14.094533	398.141452	-2.374187	-5.923377	-0.037046
1.8	26	32.213304	119.036696	-1.874674	-5.91567	-0.007518
0.8	27	8.353153	478.790259	-0.370273	-5.898474	0.011639
1.8	-20	20.842989	293.772927	-1.718097	-5.89135	-0.032877
1.7	27	30.411695	243.469014	-3.903753	-5.865742	-0.010808
1.2	-2	14	483.599937	-1.922938	-5.856025	-0.036746
1.9	-19	64.892735	284.779589	-0.284469	-5.854758	0.034446
1.5	-6	16	590.640622	-0.997059	-5.845286	-0.047866
1.25	28	19	380.222138	-0.199338	-5.837707	-0.017002
1.8	-16	34.607851	487.715876	-2.408764	-5.827854	-0.06784
1.7	-20	13.816576	208.318083	-1.351096	-5.800024	-0.041196
1.8	-14	20.193802	103.876973	-1.496866	-5.785552	-0.037833
1.6	-8	32.456311	336.026551	-2.055501	-5.778047	-0.082418
1.1	28	18	220.006164	1.33936	-5.775231	-0.0136
1.6	-15	21.142145	82.1029	-1.474669	-5.758858	-0.02572
1.1	-16	7.230375	117.282805	-1.956299	-5.741163	-0.017233
1.5	-18	10.144278	72.985721	-1.500583	-5.737786	-0.015797
0.9	-9	45.912741	71.51667	1.11129	-5.723028	0.019211
0.8	-7	12.869927	444.532332	-0.388302	-5.702638	-0.01842
1	-20	4.996239	75.033925	0.999146	-5.700939	-0.001401
1.2	-17	10.849844	141.239443	-1.842938	-5.684299	-0.032954
1.6	-13	59.040582	103.471003	0.059663	-5.671238	-0.037739
2	-15	42.46628	92.556312	-0.90099	-5.649689	-0.057726
0.7	23	6.034941	632.6872	-1.632549	-5.648093	0.013033
1.6	-20	15.054622	148.95845	-1.341657	-5.636253	-0.044963
1.7	-20	16.277947	588.719504	-0.255337	-5.633016	-0.055132
1.3	28	24.117516	340.169541	-2.5242	-5.622317	-0.008622
1.8	-13	31.306548	225.777622	-2.029534	-5.61784	-0.080368
1.3	-19	9.247443	201.1196	-1.858204	-5.615031	-0.01907
1.9	-15	33.639732	107.099261	-2.023408	-5.606372	-0.061267
1.7	29	18.125364	230.719559	-0.633304	-5.602796	-0.015874
2.1	29	33.32856	123.667701	-0.884463	-5.600023	-0.022918
1.1	-14	23.00844	129.689837	-0.556609	-5.595767	-0.028258
1.5	-17	11.723217	143.530395	-1.202983	-5.594637	-0.039138
1.8	-16	20.989045	206.159424	-2.112425	-5.593094	-0.029539
2	-18	36.060863	295.396827	-1.587329	-5.590825	-0.045657
0.7	-2	16.917929	503.634357	-3.233099	-5.588568	-0.013075
1.8	-12	40.541096	538.905445	-1.027793	-5.587952	-0.047957
1.2	-12	11.901366	249.577866	-1.604134	-5.520908	-0.041119
1.9	-10	28.667215	179.402888	-1.452487	-5.498115	-0.036845
1.7	-4	38.854312	427.284525	-1.312998	-5.496374	-0.089434
1	-5	58.304396	397.303456	-0.349554	-5.493593	-0.062767
1.7	-9	20	254.017086	-1.486104	-5.4734	-0.035375
2	-18	41.300502	157.946438	-1.102648	-5.464338	-0.045942
1.7	-13	18.510258	166.524243	-0.558379	-5.460338	-0.033612
1.8	-11	32.770358	312.870673	-1.929148	-5.45325	-0.07611
1.4	-20	11.867263	174.129728	-0.491094	-5.44997	-0.043857
1.2	-9	43.479609	286.092478	0.570085	-5.449241	-0.057657
1.4	-16	10.083318	159.120575	-1.960012	-5.444418	-0.022244
1.2	-18	12.104273	148.397902	-2.117613	-5.442865	-0.036801
1.7	-16	14.506513	73.015884	-1.009716	-5.419911	-0.055792
1.8	-18	17.804661	193.399482	-0.602864	-5.413691	-0.040987
0.7	23	8.266899	475.054384	-0.5573	-5.406968	0.010778
2	-17	36.019443	93.225415	-1.585914	-5.392038	-0.034505
1.3	-20	11.822418	308.026183	-2.129974	-5.381019	-0.03099
0.8	-20	11.30045	216.104563	-1.995354	-5.34128	-0.021537
1.7	-20	16.811596	100.040288	0.554277	-5.337567	-0.055828
2	-18	28.805161	172.591172	-1.360111	-5.332334	-0.041175
1.2	-20	9.871391	212.980083	-1.285608	-5.322184	-0.028463
1.6	-6	21.55571	305.205694	-1.348949	-5.297093	-0.04572
