195	20	657.4	36578
195	20	657.1	56050
195	20	588.2	84817
195	20	584.2	117204
195	20	511.1	215699
195	20	505.9	217688
195	20	444	354386
195	20	444	399715
195	20	434	410502
195	20	360	999899
195	20	347	998434
97.5	20	365.4	102167
97.5	20	365.4	200083
97.5	20	328.9	256520
97.5	20	310.4	460571
97.5	20	255.8	1000103
136.5	20	657.1	38669
136.5	20	657.1	47092
136.5	20	590.4	100164
136.5	20	584.2	102584
136.5	20	511.2	190536
136.5	20	511.2	248142
136.5	20	438.2	549559
136.5	20	438.2	584723
136.5	20	438.2	634257
136.5	20	401.9	999453
136.5	20	387.2	998049
136.5	20	372.7	998940
253.5	20	657.1	42371
253.5	20	657.2	54176
253.5	20	580.2	99887
253.5	20	511.1	180068
253.5	20	511.2	313083
253.5	20	438.2	417351
253.5	20	401.9	869176
253.5	20	387	880000
253.5	20	372.8	522894
253.5	20	377	998031
292.5	20	657.4	22539
292.5	20	657.1	27906
292.5	20	657.1	35145
292.5	20	584.1	71756
292.5	20	583.9	85246
292.5	20	511.2	160826
292.5	20	505.2	162383
292.5	20	438.1	282429
292.5	20	438.2	360293
292.5	20	401.6	460226
292.5	20	365.4	702265
292.5	20	365.5	985707
195	40	657.2	27569
195	40	657.2	29741
195	40	584.6	69401
195	40	510.5	157303
195	40	437.9	318204
195	40	437.9	350618
195	40	400.9	601456
195	60	584.7	22132
195	60	584.6	55132
195	60	510.8	91211
195	60	437.9	107743
195	60	437.6	127509
195	60	365.2	319294
195	60	328.2	864109
195	60	292.6	1004704
195	80	292.6	45231
195	80	219.7	150322
195	80	183.1	670152
195	80	145.9	1002717
